"RowNames","CLAPUR","COLLIN","COLLOM","EPIDEN","GILCAP","NAVSQU","PLAFIG","PLECON"
"CLAPUR",0.0873741379952172,-0.246665044792164,0.092116838158789,0.0229599931257704,-0.0841581779844102,0.023298775540728,0.0120916170153443,-0.00530254320077693
"COLLIN",-0.0578914154047784,0.0322263375680788,-0.248977994288196,-0.0574839201306113,0.465107000442919,0.0273807186139742,-0.367551554251281,-0.00904915985551921
"COLLOM",-0.243644467803694,-0.202481988780247,-0.0452043784747698,0.15402027932934,0.00797726781715382,-0.0175688020539718,0.192976857020673,0.508275995333703
"EPIDEN",0.169690911032968,0.133077008672572,0.0716538533292982,-0.0511654849054618,0.211322480137317,-0.000613388324816619,-0.374597470443841,-0.360653458783695
"GILCAP",0.183949090530669,0.132126895204332,0.155939768649427,-0.0568995746759313,0.0640555100601034,0.0200498010693196,-0.11108194545794,-0.0272541865349185
"NAVSQU",0.0266457232456547,0.107835388472972,0.0452710555793308,-0.0498680869343417,0.139689097911214,-0.0277317513525382,-0.0196134320771167,-0.00494957086293904
"PLAFIG",0.20681937974972,0.0745003736728858,0.176874036658832,0.100433659883613,0.229931864294786,0.00384649997466427,-0.369966940046555,0.477258431313233
"PLECON",0.926629819408932,0.799319714241205,0.393006252685987,-0.162796708974061,0.609237996209072,0.0982420195019317,-0.227127378459013,-0.136844749255879
