"RowNames","CLAPUR","COLLIN","COLLOM","EPIDEN","GILCAP","NAVSQU","PLAFIG","PLECON"
"CLAPUR",0.104651414503976,0.0269644597430783,0.0552479753887734,0.0393795785185902,0.0642664065729736,0.05452576856443,-0.192523571129221,0.156692649383112
"COLLIN",-0.0243409871545498,0.0283395927587215,0.0541676272299373,0.0543089632065709,0.0828439066374992,-0.0166796063854869,0.000789141964951446,-0.131077277920442
"COLLOM",0.0569882189709636,0.02768101532933,0.0430755896786586,0.091182885638175,-0.124528503228465,0.0753913138515791,0.0695488280122768,0.0103808968628586
"EPIDEN",0.144569474922556,-0.0798714558480424,0.115059441772997,0.0539869222933418,-0.0968442005367696,0.0600333977129566,-0.0316394875142788,0.0838513525439014
"GILCAP",0.173994025668585,0.0213170221391084,0.0766959790901041,0.0386409513140381,-0.0360384917972244,0.0410654481180766,0.0523439440317613,0.0402149095137914
"NAVSQU",0.0110871249077756,-0.0167830681404082,0.0291764840323882,0.000773722708776503,0.0373547797342573,-0.00522265793486153,0.0095957256992844,-0.0331987505302533
"PLAFIG",-0.126643741095652,0.167861918032367,0.0104390447838319,0.00456342511754407,-0.166628584641489,0.059196074828998,0.392577140025954,-0.132649900187235
"PLECON",0.0779948974161533,0.176511558209609,0.116724939775601,0.0869360322995545,-0.0505521646960842,0.0479656137123455,-0.25759422793106,-0.333004402168077
