"","focal","seeds","PLOT","APOAND","CERGLO","CIRSIUM","CLAPUR","COLLIN","COLLOM","D","DAUCAR","EPIDEN","ERILAN","F","G","GALIUM","GERANIUM","GILCAP","HYPERNICUM","LACTUCA","LATHVIC","LEUVUL","LUPBIC","MYOSOTIS","NAVSQU","PLAFIG","PLECON","SHEARV","TRIFOLIUM","VERARV","Z"
"129","NAVSQU",10.5,"DIVERSE","1","0","0","1","0","3","0","1","0","0","0","0","5","1","0","0","0","2","0","0","0","1","0","0","3","0","0","0"
"130","NAVSQU",10.5,"DIVERSE","2","0","0","2","0","0","0","0","2","0","0","0","7","0","1","0","0","3","0","0","1","0","0","0","4","0","0","0"
"131","NAVSQU",10.5,"DIVERSE","0","0","0","3","0","10","0","0","1","0","0","1","4","0","5","0","0","2","0","0","0","10","0","0","2","0","0","0"
"132","NAVSQU",60.5555555555556,"DIVERSE","0","0","0","2","2","0","0","0","1","0","0","0","4","0","1","0","0","0","0","0","0","2","0","0","0","2","0","0"
"133","NAVSQU",10.5,"DIVERSE","0","1","0","2","0","0","0","0","0","1","0","0","9","0","1","0","0","0","0","0","0","7","0","0","0","1","0","0"
"134","NAVSQU",16.3888888888889,"DIVERSE","2","0","0","1","0","1","0","2","3","0","0","0","5","0","0","0","0","1","0","0","0","27","0","0","12","0","0","0"
"135","NAVSQU",32,"DIVERSE","1","1","0","11","1","3","0","3","7","0","0","0","2","0","5","0","0","0","0","0","0","16","0","0","1","0","0","0"
"136","NAVSQU",13.4444444444444,"DIVERSE","0","0","0","1","0","1","0","0","14","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","3","0","0","0"
"137","NAVSQU",10.5,"DIVERSE","0","0","0","0","0","6","0","0","1","0","0","0","6","0","2","0","0","3","0","0","2","3","0","0","0","0","0","0"
"138","NAVSQU",61,"DIVERSE","0","0","0","2","3","8","0","0","5","0","0","0","1","0","5","0","0","0","0","0","0","53","0","0","3","2","0","0"
"139","NAVSQU",10.5,"DIVERSE","2","0","0","2","3","6","0","6","9","0","0","0","1","0","2","0","0","2","0","0","0","15","0","0","5","0","0","0"
"140","NAVSQU",10.5,"DIVERSE","2","0","0","1","1","0","0","0","1","0","0","0","5","0","1","0","1","2","0","0","3","3","0","0","4","1","0","0"
"141","NAVSQU",10.5,"DIVERSE","1","0","0","2","0","1","0","0","0","0","0","0","7","0","1","0","0","5","0","0","3","5","0","0","12","1","0","0"
"142","NAVSQU",10.5,"DIVERSE","1","1","0","2","2","6","0","0","3","0","0","0","2","0","4","0","0","1","0","0","0","5","2","0","6","1","0","0"
"143","NAVSQU",12,"DIVERSE","0","3","0","6","0","6","0","1","5","1","0","0","5","0","3","0","0","4","0","0","6","5","0","0","8","0","0","0"
"144","NAVSQU",10.5,"DIVERSE","1","1","0","1","0","1","0","0","2","1","0","0","5","0","0","0","0","2","0","0","1","6","1","0","18","0","0","0"
"145","NAVSQU",16.3888888888889,"DIVERSE","0","1","0","3","0","2","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","7","0","0","3","0","0","0"
"146","NAVSQU",10.5,"DIVERSE","0","0","0","4","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","1","7","0","0","7","0","0","0"
"147","NAVSQU",10.5,"DIVERSE","0","1","0","7","0","1","0","0","6","0","0","0","2","0","3","0","0","1","0","0","2","16","0","0","7","0","0","0"
"148","PLAFIG",32,"DIVERSE","0","0","0","4","0","0","0","0","4","0","0","0","2","0","5","0","0","4","0","0","3","18","2","0","2","0","0","0"
"149","PLAFIG",26,"DIVERSE","0","0","0","3","0","1","0","0","0","0","0","0","2","0","2","0","0","2","0","0","0","2","1","0","0","0","0","0"
"150","PLAFIG",25,"DIVERSE","0","0","0","3","2","0","0","2","3","0","0","0","2","0","5","0","0","0","0","0","0","25","3","1","0","0","0","0"
"151","PLAFIG",12,"DIVERSE","1","0","0","3","0","0","0","0","2","0","0","0","2","0","4","1","0","0","0","0","0","20","1","0","0","0","0","0"
"152","PLAFIG",28,"DIVERSE","2","0","0","2","1","1","0","0","9","0","0","0","1","0","6","0","0","2","0","0","0","25","2","0","0","0","0","0"
"153","PLAFIG",38,"DIVERSE","0","0","0","0","1","4","0","0","7","0","0","0","2","0","5","0","0","0","0","0","0","9","5","0","2","0","0","0"
"154","PLAFIG",39,"DIVERSE","0","0","0","1","4","3","0","0","3","0","0","0","1","0","4","0","0","1","0","0","0","9","1","0","2","3","0","0"
"155","PLAFIG",4,"DIVERSE","0","0","0","5","4","7","0","0","9","0","0","0","4","0","5","0","0","0","0","0","0","14","3","1","0","0","0","0"
"156","PLAFIG",2,"DIVERSE","1","0","0","1","5","2","0","0","8","0","0","0","2","1","5","0","0","7","0","0","0","7","3","1","21","1","0","0"
"157","PLAFIG",3,"DIVERSE","0","1","0","2","0","9","0","0","2","0","1","0","4","1","1","0","0","3","0","0","0","16","1","0","4","1","0","0"
"158","PLAFIG",5,"DIVERSE","0","0","0","4","2","6","0","1","3","0","0","0","8","0","4","0","0","3","0","0","2","10","1","0","3","0","0","0"
"159","PLAFIG",4,"DIVERSE","2","0","0","10","2","3","0","0","7","0","0","0","3","0","2","2","0","2","0","0","0","13","2","0","3","0","0","0"
"160","PLAFIG",20,"DIVERSE","2","0","0","8","1","10","0","0","6","0","0","0","5","1","3","0","0","3","0","0","5","13","5","0","3","0","0","0"
"161","PLAFIG",4,"DIVERSE","2","0","0","8","1","10","0","0","6","0","0","0","5","1","3","0","0","3","0","0","5","13","5","0","3","0","0","0"
"162","PLAFIG",6,"DIVERSE","1","0","0","5","1","4","0","1","9","0","0","1","2","0","2","0","0","1","0","0","2","9","2","0","5","0","0","0"
"163","PLECON",3,"DIVERSE","1","0","0","1","3","6","0","0","8","0","0","0","1","0","0","0","3","0","0","0","2","8","1","1","2","0","0","0"
"164","PLECON",5,"DIVERSE","0","0","0","3","2","0","0","2","3","0","0","0","2","0","5","0","0","0","0","0","0","25","3","1","0","0","0","0"
"165","PLECON",3,"DIVERSE","0","0","0","7","1","2","0","0","9","0","0","0","2","0","4","0","0","0","0","0","1","34","4","1","4","0","0","0"
"166","PLECON",0,"DIVERSE","0","0","0","0","3","5","0","0","2","1","0","0","2","1","3","0","0","1","0","0","0","11","1","0","2","0","0","0"
"167","PLECON",2,"DIVERSE","0","0","0","5","4","7","0","0","9","0","0","0","4","0","5","0","0","0","0","0","0","14","3","1","0","0","0","0"
"168","PLECON",0,"DIVERSE","0","0","0","8","0","3","0","0","6","0","0","0","5","1","1","0","0","0","0","0","0","27","0","1","0","0","0","0"
