"","focal","seeds","PLOT","PARK","A","C","CAMAS","CHICKWEED","CLAPUR","CLOVER","COLLIN","COLLOM","D","DAUCUS","EPICIL","EPIDEN","ERILAN","F","FRLA","G","GALIUM","GERANIUM","GILCAP","H","I","J","JUNCUS","LACTUCA","LEUVUL","LINBIE","LUPBIC","MADIA","MYO","NAVSQU","PLAFIG","PLANTAIN","PLECON","SCARLET PIMPERNEL","SEDGE","SHEARV","VERARV","VICIA"
"1","CLAPUR",2,"DIVERSE","BR","0","0","0","0","1","0","1","1","0","0","0","0","0","3","0","0","1","0","1","0","0","0","0","0","0","0","0","9","1","26","0","0","1","0","0","0","0","0"
"2","CLAPUR",3,"DIVERSE","BR","0","2","0","0","4","0","3","2","0","0","0","4","0","3","0","0","1","0","3","0","0","0","0","0","0","4","0","0","1","19","0","0","2","0","0","0","1","0"
"3","CLAPUR",2,"DIVERSE","BR","0","2","0","0","4","0","4","1","0","5","0","0","0","1","0","0","1","0","2","0","0","0","0","1","0","3","0","9","0","4","0","0","0","0","0","0","0","0"
"4","CLAPUR",7,"DIVERSE","BR","0","1","0","0","1","0","5","0","0","6","0","0","0","4","0","0","0","1","0","0","0","0","0","5","0","3","0","9","0","1","0","1","0","0","1","0","0","0"
"5","CLAPUR",13,"DIVERSE","BR","4","1","1","0","2","0","3","1","0","0","0","3","0","2","0","0","0","0","6","0","2","0","0","0","0","2","0","2","1","3","0","0","0","0","0","0","0","0"
"6","CLAPUR",2,"DIVERSE","BR","0","0","0","0","1","0","2","0","0","1","0","6","0","1","0","0","1","3","10","0","0","0","0","1","0","2","0","1","0","4","1","0","0","0","0","0","0","0"
"7","CLAPUR",3,"DIVERSE","BR","0","1","0","0","2","0","0","1","0","0","0","0","0","1","0","0","1","1","3","0","0","0","0","3","1","5","0","0","1","9","0","0","1","0","0","4","0","0"
"8","CLAPUR",2,"DIVERSE","BR","0","0","0","0","4","0","0","1","0","3","0","0","0","1","0","0","2","1","4","0","0","0","0","1","0","5","0","1","1","4","0","0","0","0","0","0","0","0"
"9","CLAPUR",4,"DIVERSE","BR","1","0","0","0","1","0","0","0","0","1","0","2","0","2","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"10","CLAPUR",2,"DIVERSE","BR","0","1","2","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","2","0","0","0","0","0","0","4","0","1","1","14","0","0","0","0","0","0","0","0"
"11","CLAPUR",1,"DIVERSE","BR","1","1","0","1","4","0","0","2","0","0","0","1","0","3","0","1","2","0","2","0","0","0","0","0","0","4","0","0","0","12","0","0","1","0","0","2","0","0"
"12","CLAPUR",6,"DIVERSE","BR","0","1","0","0","5","0","0","1","0","1","0","3","0","0","0","0","1","0","5","0","0","0","0","2","0","2","0","0","0","15","0","0","0","0","0","0","0","0"
"13","CLAPUR",6,"DIVERSE","BR","0","0","0","0","4","0","0","1","0","1","0","0","0","5","0","0","1","0","0","1","0","0","0","0","0","1","0","14","1","0","0","0","0","0","0","0","0","0"
"14","CLAPUR",1,"DIVERSE","BR","0","0","0","0","10","0","3","1","0","2","0","1","0","0","0","0","1","1","1","0","0","0","0","5","2","1","0","13","0","0","0","1","0","0","0","0","0","0"
"15","CLAPUR",1,"DIVERSE","BR","0","0","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","4","0","8","1","0","0","0","0","0","0","0","0","0"
"16","CLAPUR",1,"DIVERSE","BR","0","0","0","1","0","0","2","0","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","2","8","0","0","10","0","1","0","0","0","0","0","0","0","0"
"17","CLAPUR",2,"DIVERSE","BR","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0"
"18","CLAPUR",4,"DIVERSE","BR","0","0","0","0","11","0","0","0","0","1","0","0","0","1","0","0","1","2","0","0","0","0","0","1","0","3","0","3","0","1","0","0","0","0","0","0","0","1"
"19","CLAPUR",5,"DIVERSE","BR","0","0","1","0","0","0","0","12","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"20","CLAPUR",5,"DIVERSE","BR","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","3","0","0","0","0","1","0","0","0","0","0"
"21","CLAPUR",1,"DIVERSE","BR","0","0","0","0","9","0","0","3","0","4","0","0","0","5","0","0","0","1","1","0","0","0","1","1","0","4","0","1","0","0","1","0","1","0","0","2","0","0"
"22","CLAPUR",5,"DIVERSE","BR","0","1","1","0","1","0","2","1","0","3","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","0","0","0","0"
"23","CLAPUR",1,"DIVERSE","BR","0","0","0","1","12","0","0","2","0","3","0","4","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","2","2","4","1","0","0","1","0","0","0","0"
"24","CLAPUR",5,"DIVERSE","BR","0","3","0","0","3","0","2","1","0","5","0","3","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","2","1","1","0","0","1","0","0","0","0","0"
"25","CLAPUR",1,"DIVERSE","BR","2","0","0","0","11","0","0","1","0","3","0","1","1","0","0","0","1","0","1","0","0","0","0","2","0","2","0","0","0","2","1","0","1","0","0","0","0","0"
"26","CLAPUR",2,"DIVERSE","BR","0","0","0","0","4","0","0","3","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","5","0","0","1","0","0","0","0","0","0","0"
"27","CLAPUR",4,"DIVERSE","BR","0","0","0","1","1","0","0","3","0","0","0","1","0","1","0","1","2","0","2","0","1","0","0","0","0","3","0","1","1","8","0","2","0","0","0","0","0","0"
"28","CLAPUR",4,"DIVERSE","BR","0","3","0","0","1","0","0","3","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0"
"29","CLAPUR",3,"DIVERSE","BR","1","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","2","0","2","1","14","0","0","0","0","0","0","0","0"
"30","COLLIN",19,"DIVERSE","BR","0","1","0","0","2","0","2","0","0","0","0","0","0","16","0","0","0","0","1","0","2","0","0","1","0","3","0","0","1","12","0","1","0","0","0","0","0","0"
"31","COLLIN",5,"DIVERSE","BR","1","0","0","0","4","0","2","1","0","1","0","5","0","2","0","0","0","0","3","0","0","0","0","2","0","0","0","2","0","9","0","0","1","0","0","0","0","0"
"32","COLLIN",5,"DIVERSE","BR","0","1","0","0","1","0","3","2","0","1","0","9","0","3","0","0","0","0","6","0","1","0","0","0","0","6","0","0","0","12","0","0","1","0","0","0","0","0"
"33","COLLIN",3,"DIVERSE","BR","0","1","1","0","2","0","2","0","0","6","0","2","0","5","0","0","1","1","7","0","0","0","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0"
"34","COLLIN",4,"DIVERSE","BR","2","0","0","0","6","0","1","0","0","3","0","6","0","3","0","0","1","0","6","0","0","0","0","0","2","2","0","1","1","7","0","0","0","0","0","0","0","1"
"35","COLLIN",3,"DIVERSE","BR","0","2","1","1","0","1","1","0","1","0","1","4","0","2","1","0","1","0","0","1","0","1","1","1","0","2","1","2","1","13","0","0","3","0","1","0","2","0"
"36","COLLIN",2,"DIVERSE","BR","0","0","0","0","0","0","1","1","0","4","0","2","0","3","0","0","1","0","6","0","0","0","0","0","0","6","0","2","0","2","0","0","0","0","0","0","0","0"
"37","COLLIN",21,"DIVERSE","BR","0","0","0","2","0","0","1","2","0","0","0","4","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0"
"38","COLLIN",3,"DIVERSE","BR","1","0","0","0","0","0","3","1","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","4","0","0","0","0","0"
"39","COLLIN",3,"DIVERSE","BR","0","0","0","0","1","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0"
"40","COLLIN",13,"DIVERSE","BR","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","5","0","7","0","4","0","0","0","0","0","0","0","0"
"41","COLLIN",3,"DIVERSE","BR","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","10","0","1","0","0","0","0","0","0","0","0"
"42","COLLIN",4,"DIVERSE","BR","0","0","0","0","0","0","1","1","0","2","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","5","0","15","0","0","0","0","0","0","0","0","0","0"
"43","COLLIN",7,"DIVERSE","BR","0","1","0","0","5","0","3","2","0","1","0","3","0","2","0","0","0","0","3","0","2","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0","0","0"
"44","COLLIN",4,"DIVERSE","BR","0","0","0","0","0","0","0","0","0","1","0","1","0","3","0","0","0","1","3","0","0","0","0","0","1","0","0","3","5","2","3","0","0","0","0","0","0","0"
"45","COLLIN",2,"DIVERSE","BR","0","0","0","1","3","0","4","5","0","3","0","6","0","2","0","0","0","0","2","0","1","0","0","2","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"46","COLLIN",3,"DIVERSE","BR","0","0","0","0","3","0","3","3","0","3","0","0","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0"
"47","COLLIN",2,"DIVERSE","BR","0","0","0","0","3","0","0","3","0","0","0","4","0","5","0","0","0","0","2","0","0","0","0","2","0","0","0","1","0","2","1","0","0","0","0","0","0","0"
"48","COLLIN",3,"DIVERSE","BR","0","2","0","1","2","0","1","2","0","0","0","3","0","0","0","0","1","0","3","0","1","0","0","1","1","1","0","1","1","8","0","0","1","0","0","0","0","0"
"49","COLLIN",3,"DIVERSE","BR","0","0","0","1","0","0","1","0","0","0","0","2","0","5","0","1","0","1","6","0","0","0","0","3","0","3","0","2","0","13","1","0","0","0","0","0","0","0"
"50","COLLIN",1,"DIVERSE","BR","1","0","0","0","0","0","2","1","0","1","0","7","0","1","0","0","2","0","2","0","0","0","0","1","0","2","0","1","2","14","0","0","0","0","0","0","0","0"
"51","COLLOM",19,"DIVERSE","BR","0","0","0","0","2","0","0","3","0","1","0","5","0","9","0","0","0","0","1","0","0","0","0","1","1","3","0","3","0","12","0","0","2","0","0","0","0","0"
"52","COLLOM",2,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","4","0","7","0","8","1","0","0","0","0","0","0","0","0","0"
"53","COLLOM",14,"DIVERSE","BR","0","0","0","0","0","0","1","2","0","2","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","10","0","4","0","4","0","0","0","0","0","0","0","0"
"54","COLLOM",16,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0"
"55","COLLOM",14,"DIVERSE","BR","0","0","0","0","4","0","0","3","0","2","0","2","0","5","0","0","1","0","5","0","0","0","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0"
"56","COLLOM",9,"DIVERSE","BR","1","0","0","0","4","0","1","1","0","4","0","1","0","2","0","0","1","0","12","0","1","0","0","0","3","11","0","0","1","2","0","0","0","0","0","1","0","0"
"57","COLLOM",18,"DIVERSE","BR","0","0","1","0","0","0","0","2","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","2","1","0","0","3","2","17","0","0","0","0","0","0","1","0"
"58","COLLOM",5,"DIVERSE","BR","2","0","0","0","1","0","2","2","0","3","0","1","0","0","0","0","1","0","4","0","1","0","0","0","0","6","0","2","0","14","0","0","0","0","0","2","0","0"
"59","COLLOM",14,"DIVERSE","BR","0","0","0","0","0","0","0","1","0","3","0","1","0","2","3","0","0","0","3","0","1","0","0","1","0","0","0","0","0","25","1","0","0","0","0","1","0","0"
"60","COLLOM",4,"DIVERSE","BR","0","2","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","2","0","4","1","0","0","0","1","0","0","0","0","0"
"61","COLLOM",17,"DIVERSE","BR","0","1","0","0","0","0","0","1","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","1","0","1","0","6","0","3","0","0","0","0","0","0","1","0"
"62","COLLOM",14,"DIVERSE","BR","0","2","0","2","0","0","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","3","0","11","0","0","0","0","0","0","0","0","0","0"
"63","COLLOM",12,"DIVERSE","BR","0","0","0","0","1","0","3","1","0","0","0","0","0","3","0","0","1","1","0","0","0","0","0","0","1","1","0","7","0","0","0","0","1","0","0","0","0","0"
"64","COLLOM",18,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","2","0","1","0","2","0","0","1","1","1","0","0","0","0","2","0","2","0","2","1","2","0","0","0","0","0","0","0","0"
"65","COLLOM",14,"DIVERSE","BR","0","0","0","0","6","0","3","2","0","0","0","1","0","3","0","0","0","2","1","0","0","0","0","0","0","0","0","4","4","0","0","0","2","0","0","0","0","0"
"66","COLLOM",11,"DIVERSE","BR","0","0","0","0","2","0","0","5","0","0","0","2","0","5","0","0","0","1","1","0","0","0","0","0","0","4","0","6","3","5","0","0","0","0","0","0","0","0"
"67","COLLOM",14,"DIVERSE","BR","0","0","0","0","0","0","2","8","0","1","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","2","1","0","0","0","0","0","0"
"68","COLLOM",14,"DIVERSE","BR","0","1","1","0","3","0","3","2","0","0","0","1","0","6","0","0","0","2","0","0","0","0","0","2","0","6","0","8","5","1","0","0","0","0","0","0","0","0"
"69","COLLOM",20,"DIVERSE","BR","0","0","0","1","1","0","1","6","0","1","0","9","1","3","0","1","1","1","1","0","0","0","0","0","2","3","0","4","0","0","3","2","1","0","0","0","0","1"
"70","COLLOM",14,"DIVERSE","BR","1","0","0","0","0","0","0","3","0","3","0","3","0","5","0","0","0","1","0","0","0","0","0","2","2","5","0","7","1","1","0","0","0","0","0","1","0","0"
"71","COLLOM",14,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","0","0","5","0","0","0","0","1","2","7","0","1","0","0","0","1","4","0","0","1","3","0","0","0","1","0","0","1","0"
"72","COLLOM",14,"DIVERSE","BR","0","0","0","1","7","0","0","3","0","4","0","2","0","1","0","1","1","0","0","0","0","0","0","4","0","2","0","2","1","4","0","1","0","0","0","0","0","0"
"73","COLLOM",14,"DIVERSE","BR","0","0","0","0","5","0","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
"74","COLLOM",14,"DIVERSE","BR","1","3","0","1","1","0","0","1","0","2","0","4","0","0","0","0","1","0","0","0","0","0","0","1","0","2","0","1","0","8","0","0","0","0","0","0","0","0"
"75","COLLOM",14,"DIVERSE","BR","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","2","0","0","0","0","0","0","2","0","2","0","3","1","8","0","0","1","0","0","0","0","0"
"76","EPIDEN",19,"DIVERSE","BR","0","1","0","2","6","0","3","5","0","0","0","4","0","8","0","0","0","0","2","0","0","0","0","1","0","2","0","1","0","26","0","0","0","0","0","0","0","0"
"77","EPIDEN",22,"DIVERSE","BR","0","0","0","0","3","0","0","4","0","3","0","4","0","4","0","0","1","1","4","0","2","0","0","1","0","10","0","0","0","6","0","0","0","0","0","3","0","0"
"78","EPIDEN",5,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","1","0","4","1","5","0","0","1","0","8","0","0","0","0","1","0","2","0","2","0","24","0","0","0","0","0","0","0","0"
"79","EPIDEN",1,"DIVERSE","BR","0","0","0","0","6","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","2","0","1","0","19","0","1","0","0","0","0","0","0","0","0"
"80","EPIDEN",6,"DIVERSE","BR","0","0","0","0","4","0","0","0","0","2","0","2","0","3","0","0","1","0","3","0","0","0","0","1","0","3","0","1","2","4","0","0","0","0","0","0","0","0"
"81","EPIDEN",3,"DIVERSE","BR","0","0","0","0","6","0","0","1","0","0","1","1","0","4","0","0","0","0","5","0","0","0","0","2","0","3","0","8","0","0","0","0","0","0","0","0","0","0"
"82","EPIDEN",4,"DIVERSE","BR","0","1","0","0","5","0","0","1","0","2","0","9","1","1","0","0","0","0","4","0","0","0","0","2","1","3","0","2","0","0","0","0","0","0","0","0","0","0"
"83","EPIDEN",4,"DIVERSE","BR","0","0","0","0","7","0","2","1","0","4","0","4","0","2","0","0","0","0","3","0","1","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0"
"84","GILCAP",5,"DIVERSE","BR","0","0","0","1","2","0","2","1","0","3","0","1","0","4","0","0","1","1","4","0","0","0","0","1","1","0","0","6","5","9","0","1","1","0","0","0","0","0"
"85","GILCAP",3,"DIVERSE","BR","0","0","0","0","0","0","0","0","0","3","0","0","0","5","0","0","0","0","3","0","0","0","0","0","0","6","0","15","1","0","0","0","0","0","0","0","0","0"
"86","GILCAP",3,"DIVERSE","BR","0","0","0","0","0","0","0","0","0","3","0","2","0","4","0","0","0","0","6","0","0","0","0","3","0","11","0","7","0","6","0","0","0","0","0","0","0","0"
"87","GILCAP",6,"DIVERSE","BR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","GILCAP",2,"DIVERSE","BR","3","1","0","0","7","0","0","3","0","6","0","4","0","3","0","0","2","0","6","0","0","0","0","0","0","3","0","1","0","4","0","0","0","0","0","0","0","0"
"89","GILCAP",4,"DIVERSE","BR","1","2","0","0","2","0","0","3","0","3","0","5","0","8","0","0","1","0","10","0","1","0","0","3","2","1","0","1","2","6","0","0","0","0","0","0","0","0"
"90","GILCAP",1,"DIVERSE","BR","0","0","0","0","4","0","2","0","1","2","0","8","0","0","0","0","1","0","4","0","0","0","0","0","2","0","0","1","2","6","0","0","1","0","0","1","0","0"
"91","GILCAP",2,"DIVERSE","BR","0","0","0","0","4","0","2","4","0","1","0","15","0","3","0","0","1","3","9","0","0","0","0","0","0","2","0","0","0","16","1","0","1","0","0","0","0","0"
"92","GILCAP",3,"DIVERSE","BR","0","0","0","1","1","0","0","1","0","1","0","3","0","0","0","0","1","2","6","0","0","0","0","1","1","2","0","1","1","9","0","0","1","0","0","0","0","0"
"93","GILCAP",8,"DIVERSE","BR","0","2","0","0","3","0","0","0","0","5","0","0","0","3","0","0","1","0","5","0","0","0","0","0","0","3","0","4","0","16","0","0","0","0","0","1","0","1"
"94","GILCAP",8,"DIVERSE","BR","0","3","0","1","0","0","0","1","0","5","0","1","0","3","0","0","1","0","7","0","0","0","0","0","1","7","0","3","0","6","0","0","0","0","0","2","0","0"
"95","GILCAP",1,"DIVERSE","BR","0","3","0","1","0","0","0","1","0","5","0","1","0","3","0","0","1","0","7","0","0","0","0","0","1","7","0","3","0","6","0","0","0","0","0","2","0","0"
"96","GILCAP",2,"DIVERSE","BR","1","0","0","1","1","0","0","2","0","4","0","2","0","2","0","0","2","0","4","0","0","0","0","0","0","3","0","2","0","11","0","0","0","1","0","1","0","0"
"97","GILCAP",1,"DIVERSE","BR","0","0","0","0","4","0","0","4","0","1","1","3","0","3","0","0","0","1","3","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0"
"98","GILCAP",2,"DIVERSE","BR","1","1","0","1","2","0","0","0","0","0","0","1","0","10","0","0","0","2","6","0","1","0","0","2","0","4","0","3","3","0","0","0","1","0","0","0","0","0"
"99","GILCAP",2,"DIVERSE","BR","0","0","0","0","0","0","1","0","0","2","0","0","0","3","0","0","0","0","4","0","1","0","0","0","0","2","0","4","0","1","0","0","0","0","0","0","0","0"
"100","GILCAP",1,"DIVERSE","BR","1","0","0","0","1","0","0","1","0","0","0","1","0","2","0","0","0","1","2","0","0","0","0","1","0","0","0","5","0","5","0","0","0","0","0","0","0","0"
"101","GILCAP",4,"DIVERSE","BR","0","2","0","0","0","0","0","1","0","2","0","2","0","2","0","0","0","0","5","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0"
"102","GILCAP",2,"DIVERSE","BR","0","0","0","1","1","0","0","0","0","4","1","1","0","3","0","0","0","0","6","0","0","0","0","0","3","0","0","3","0","2","2","0","0","0","0","0","0","0"
"103","GILCAP",3,"DIVERSE","BR","0","0","0","0","2","0","1","0","0","3","0","2","0","4","0","0","0","0","7","0","2","0","0","1","0","4","0","6","0","3","0","0","0","0","0","0","0","0"
"104","GILCAP",2,"DIVERSE","BR","0","0","0","0","2","0","1","0","0","3","0","2","0","4","0","0","0","0","7","0","2","0","0","1","0","4","0","6","0","3","0","0","0","0","0","0","0","0"
"105","GILCAP",2,"DIVERSE","BR","0","0","0","1","4","0","0","4","0","0","0","10","1","2","0","0","0","0","2","0","0","0","0","0","0","4","0","2","2","5","2","0","1","0","0","0","0","0"
"106","GILCAP",1,"DIVERSE","BR","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","1","0","3","0","1","0","0","1","1","1","0","0","0","6","0","0","0","0","0","1","0","0"
"107","GILCAP",5,"DIVERSE","BR","0","0","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","1","3","0","0","0","0","1","1","2","0","2","0","0","0","0","0","0","0","0","0","0"
"108","GILCAP",5,"DIVERSE","BR","0","0","0","1","7","0","0","2","0","4","0","4","0","2","0","0","0","0","4","0","2","0","0","2","1","0","0","3","0","1","0","1","0","0","0","0","0","0"
"109","GILCAP",3,"DIVERSE","BR","0","0","0","0","2","0","0","0","0","3","0","0","0","3","0","0","0","2","2","0","1","0","0","0","1","2","0","2","0","1","0","0","0","0","0","0","0","0"
"110","GILCAP",3,"DIVERSE","BR","0","0","0","0","9","0","1","3","0","6","0","3","0","1","0","0","1","0","3","0","1","0","0","0","1","0","0","2","2","3","1","0","0","1","0","0","0","1"
"111","GILCAP",1,"DIVERSE","BR","0","1","0","1","2","0","1","2","0","0","0","6","0","2","0","0","1","0","1","0","1","0","0","0","0","4","0","0","0","7","0","0","0","0","0","0","0","0"
"112","GILCAP",5,"DIVERSE","BR","1","2","0","0","2","0","0","1","0","1","0","1","0","0","0","1","0","0","6","0","1","0","0","1","0","0","0","3","0","23","0","0","0","0","0","0","0","0"
"113","NAVSQU",14,"DIVERSE","BR","0","1","0","0","2","0","2","0","0","0","0","0","0","16","0","0","0","0","1","0","2","0","0","1","0","3","0","0","1","12","0","1","0","0","0","0","0","0"
"114","NAVSQU",14,"DIVERSE","BR","0","2","0","0","3","0","1","2","0","2","0","3","0","2","0","0","0","0","1","0","0","0","0","1","0","3","0","18","0","19","1","0","0","0","0","0","0","0"
"115","NAVSQU",32,"DIVERSE","BR","1","2","0","0","1","0","0","1","0","0","0","0","1","3","0","0","2","0","3","0","4","0","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"116","NAVSQU",18,"DIVERSE","BR","0","1","0","0","0","0","1","0","0","3","0","2","0","4","0","0","0","1","6","0","0","0","0","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"117","NAVSQU",14,"DIVERSE","BR","0","1","0","1","3","0","2","2","0","0","0","6","0","0","0","0","2","0","3","0","0","0","0","0","1","2","0","0","0","4","1","0","1","0","0","0","0","0"
"118","NAVSQU",14,"DIVERSE","BR","2","0","0","0","2","0","0","1","0","1","0","4","0","0","0","0","0","0","5","0","0","0","0","3","1","3","0","1","0","6","0","0","0","0","0","0","0","0"
"119","NAVSQU",19,"DIVERSE","BR","2","0","0","1","0","0","1","0","0","3","0","2","0","2","0","0","1","0","6","0","0","0","0","0","0","5","0","0","0","29","0","0","0","0","0","0","0","0"
"120","NAVSQU",19,"DIVERSE","BR","1","1","0","1","0","0","0","0","0","1","0","0","0","4","1","0","1","0","11","0","0","0","0","1","0","5","0","2","0","7","0","0","0","0","0","1","0","0"
"121","NAVSQU",14,"DIVERSE","BR","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","1","0","4","0","1","0","0","1","0","0","0","3","0","8","0","0","0","0","0","2","0","0"
"122","NAVSQU",16,"DIVERSE","BR","0","0","0","1","2","0","1","0","0","0","0","2","0","3","0","0","0","1","11","0","0","0","0","3","1","5","0","3","0","25","0","0","0","1","0","1","0","0"
"123","NAVSQU",14,"DIVERSE","BR","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","8","0","6","0","0","0","0","0","0","0","0"
"124","NAVSQU",14,"DIVERSE","BR","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","5","0","1","0","0","0","0","0","0","0","0"
"125","NAVSQU",14,"DIVERSE","BR","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","1","0","12","0","1","0","0","0","0","0","0","0","0"
"126","NAVSQU",18,"DIVERSE","BR","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","0","0","0","0","0"
"127","NAVSQU",36,"DIVERSE","BR","0","0","0","1","1","1","1","3","0","0","0","8","0","1","0","0","0","1","2","0","0","0","0","3","0","0","0","3","5","25","1","0","1","0","0","1","0","1"
"128","NAVSQU",132,"DIVERSE","BR","0","0","0","0","0","0","0","1","0","2","0","1","0","4","0","0","0","0","2","0","0","0","0","0","0","3","0","6","0","1","0","1","0","0","0","0","0","0"
"129","NAVSQU",29,"DIVERSE","BR","0","0","0","0","0","0","1","0","0","4","0","1","0","3","0","0","0","0","1","0","0","0","0","2","0","3","0","6","2","10","0","0","0","0","0","0","0","0"
"130","NAVSQU",14,"DIVERSE","BR","0","0","0","0","10","0","5","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0"
"131","NAVSQU",14,"DIVERSE","BR","0","1","1","0","1","0","2","1","0","3","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","0","0","0","0"
"132","NAVSQU",5,"DIVERSE","BR","0","0","0","0","1","0","0","0","0","4","1","2","0","6","0","0","1","0","0","0","3","0","0","0","0","0","0","6","2","0","0","0","1","0","0","0","0","0"
"133","NAVSQU",14,"DIVERSE","BR","0","0","0","0","13","0","0","2","0","4","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","7","0","5","1","1","0","0","0","0","0","0","0","0"
"134","NAVSQU",16,"DIVERSE","BR","0","1","0","0","6","0","0","0","0","2","0","2","0","3","0","0","2","0","2","0","0","0","0","0","0","0","0","2","1","16","0","0","0","0","0","2","0","0"
"135","NAVSQU",14,"DIVERSE","BR","1","1","0","1","1","0","0","1","0","2","0","2","0","5","0","0","0","1","5","0","0","0","0","1","1","3","0","3","1","8","0","0","0","0","0","0","0","0"
"136","NAVSQU",15,"DIVERSE","BR","0","0","0","0","4","0","0","1","0","0","0","1","0","2","0","0","0","0","4","0","0","0","0","0","0","4","0","2","1","1","0","0","0","1","0","1","0","0"
"137","NAVSQU",14,"DIVERSE","BR","0","0","0","0","2","0","0","3","0","1","0","1","0","1","0","1","2","0","4","0","0","0","0","4","1","0","0","1","1","6","0","0","0","0","0","0","0","0"
"138","NAVSQU",16,"DIVERSE","BR","0","0","0","1","2","0","1","0","0","2","0","3","0","1","0","1","2","0","3","0","2","0","0","0","0","3","0","0","1","28","0","0","0","0","0","1","0","0"
