"RowNames","CLAPUR","COLLIN","COLLOM","EPIDEN","GILCAP","NAVSQU","PLAFIG","PLECON","APOAND","CERGLO","CIRSIUM","D","DAUCAR","ERILAN","F","G","GERANIUM","HYPERNICUM","LACTUCA","LATHVIC","LEUVUL","LUPBIC","MYOSOTIS","SHEARV","TRIFOLIUM","VERARV","Z"
"CLAPUR",0.173758196556237,-0.376512671812378,0.0239379403165624,0.0904145691948883,-0.218785444678974,0.0743867449475676,0.265721532406285,-0.00250380780548456,0.141277162816782,0.127472476626287,0.846314367651489,-0.671945044984345,-0.319777161703462,0.29045719307855,0.0373805302194578,-0.17536434741053,-0.240782375904471,0.0285826938178397,0.00275647802509723,0.139782109198677,-0.231485644984139,-0.0029678934423377,0.207842522663105,-0.124686928123208,-0.210906324789018,-0.288338046376204,-0.79747559935722
"COLLIN",0.109958691038562,0.04671097623874,-0.0225538685845589,0.0121857008961909,0.0357419046737047,0.0134034958518855,0.0351214376084885,-0.00831351295325296,0.0893128424208049,-0.0425327695959715,-0.00991995550985119,0.0504517345872376,-0.0283058133854789,0.0285146693426859,0.117451128211494,0.0677429563390905,0.0301581961249578,0.0295691769338286,0.00793000327316036,0.115237195144977,0.0473241183926717,-0.000574245479930287,0.0101872927663409,0.0477392574092872,0.0577092172884817,-0.0223518016469205,-0.0053712090977371
"COLLOM",-0.163197214335542,-0.147690613370295,0.0547049537849909,0.102713024949616,-0.0767980700612251,-0.030409801094933,0.330397150810884,0.385011070840848,-0.356991451437856,0.201075776089247,0.0091377418399851,0.407814087733525,-0.253092238085042,-0.0865239414149113,-0.991467757941517,0.0513007851076093,0.210972915321083,-0.0289398055961593,0.0693928312753511,-0.0280197703662148,-0.0245550358645004,-0.269129822240804,-0.278261968383454,-0.0217615474137768,-0.00839276605578595,0.0214240451692595,0.351794690103738
"EPIDEN",0.0929221206474771,0.166129773282691,0.0684941278550392,-0.0419539517052976,0.216079612211666,0.00524277880503732,-0.364390306111393,-0.252066218687376,0.136861303064171,-0.495899591479014,-0.422627889970946,0.606311611109768,0.073339934878137,-0.17532615986304,0.131628668715134,-0.266313448806344,0.325373264955356,0.203668920479595,0.0841002359211245,0.0884872455623264,0.0529949283501005,-0.000307264387333628,-0.169920483544469,0.0511649058787666,-0.169274193746757,-0.0243769033634119,-0.00619769492913993
"GILCAP",0.216668447479503,-0.268939518388294,-0.0444139425498241,-0.0657777244286539,0.32081101465196,0.0340910103233392,-0.235329157335375,-0.0137306725885851,0.465175972728683,-0.801452679858579,-0.27596174218802,0.74578970700394,-0.262800345056782,-0.179752431336702,0.167183139516454,0.367704714617938,-0.00806624061774241,-0.534268280889975,0.414122581155842,0.130790863951651,0.771577965419373,-0.00101432845198367,-0.0128468194135375,0.0333511541912379,-0.220579591166771,-0.580894502028716,-0.00753950273132249
"NAVSQU",0.138712957553117,0.303451367850121,-0.0766714813878128,0.110527979264401,0.274661305865036,0.0108832423009404,0.0332470162852234,-0.0252744944349573,0.323056695107438,0.00683659336902431,-0.0266216512455408,0.0135480684565149,-0.322024051311383,0.0177029475495879,0.309142951554359,1.00245764400252,0.238234296358623,0.0806632819546145,0.0162684551914741,0.563636100625351,0.125236810051395,-0.00205719702958217,-0.037839972943218,0.0959070580507576,-0.289411071380147,-0.0577646934286987,-0.0151142712087323
"PLAFIG",0.237213991486713,0.103527674274561,-0.0460580506127155,0.0255433419283873,0.0837929496442556,0.0283999338249274,0.0734282436578059,-0.0216996569043642,0.191168298954245,-0.0914841629133266,-0.0214942532075838,0.108961658350288,-0.0607491823490651,0.0610134592892538,0.255102690763333,0.147520907622407,0.059579831360491,0.0643474492750003,0.0173202037362245,0.249083433032337,0.101352764784447,-0.00114283793435749,0.0209663001600349,0.102990910583106,0.126137700546214,-0.0470615762474576,-0.0124741572209976
"PLECON",1.18108130454384,0.489802265119051,-0.238179263250664,0.134656213400054,0.40706524227824,0.141325047117733,0.371762207832386,-0.0981979503052556,0.951762635239162,-0.463391937429377,-0.107876882205798,0.536066979834497,-0.304728268753149,0.262988778773551,1.26258582630045,0.732709194699696,0.272591396168957,0.315873417246403,0.0915934340446548,1.2372511851102,0.509348322537969,-0.00755344114661833,0.110436447205751,0.513371248853537,0.632541362641367,-0.233992120020796,-0.0542933643239202
