"","species_name_wir","neighbor_name_wir","mean","lower","upper"
"78","COLLOM","GILCAP",0.270813801731836,-0.20877031796358,0.727857519052805
"79","COLLOM","LACTUCA",0.206546336613549,-0.636613475447152,1.06472419378933
"80","COLLOM","LATHVIC",0.0169299381961518,-0.229817479299377,0.253876370497347
"81","COLLOM","LEUVUL",-0.288973121475473,-2.23642183246778,1.59934909146373
"82","COLLOM","LINBIE",0.0153792582624327,-0.172664231974473,0.216369948942673
"83","COLLOM","MYOSOTIS",0.0652687095742584,-0.726379982367109,0.779998467096512
"84","COLLOM","NAVSQU",-0.00838998761389181,-0.0805699829897028,0.0626755907341781
"85","COLLOM","PLAFIG",-0.415814562020024,-1.27373703713502,0.450125375912612
"86","COLLOM","PLECON",-0.457904412304954,-1.410834072433,0.535968020419153
"87","COLLOM","SHEARV",0.0234796388171608,-0.472538089177539,0.509760274595949
"88","COLLOM","TRIFOLIUM",0.0198321988717874,-0.804987723284872,0.850024570089334
"89","COLLOM","VERARV",-0.295290506856816,-1.72944835841439,1.1221897086773
"90","COLLOM","sedge",-0.198322785624901,-1.15440079346395,0.760402657918163
"91","EPIDEN","A",-0.0707982611442776,-0.244394133013643,0.100662354432534
"92","EPIDEN","ACMAME",0.318612885607089,-0.606347174788704,1.17302430631175
"93","EPIDEN","B",0.0893980684838495,-0.682402560379965,0.825349463111324
"94","EPIDEN","C",0.30013009525785,-0.601086616916274,1.23936125354064
"95","EPIDEN","CERGLO",-0.048724436428283,-0.774155339840179,0.646607923084383
"96","EPIDEN","CLAPUR",0.0386617306711089,-0.00425886805781216,0.0808168324038263
"97","EPIDEN","COLLIN",-0.238563669681631,-0.711630183645661,0.224066442862789
"98","EPIDEN","COLLOM",0.130086875605886,-0.143359043878091,0.405930337766627
"99","EPIDEN","D",0.0484731605042718,-0.33220264373501,0.445977078025756
"100","EPIDEN","DAUCAR",0.094496378007099,-0.0975421939111172,0.282573525561186
"101","EPIDEN","DICCON",0.0166186626271967,-0.200322801402417,0.237026916924296
"102","EPIDEN","E",0.0184976674875456,-0.190666481786027,0.237075483101012
"103","EPIDEN","EPIDEN",0.0204378907866067,-0.200474152070118,0.228681575157654
"104","EPIDEN","ERILAN",0.0442491330231483,-0.158004896236721,0.253072904945938
"105","EPIDEN","F",0.183085330092527,-0.383214023987632,0.760676828986751
"106","EPIDEN","G",0.0499039920040937,-1.4881329692895,1.58202605003927
"107","EPIDEN","GERANIUM",-0.334982006216327,-1.96312774679487,1.24532048125213
"108","EPIDEN","GILCAP",0.192490295898517,0.023468242390019,0.365337277487202
"109","EPIDEN","LACTUCA",0.255990904265008,-0.179901560060584,0.688201295500739
"110","EPIDEN","LATHVIC",0.310511435444432,-0.23150883497234,0.851224704235505
"111","EPIDEN","LEUVUL",-0.0164878250980146,-1.66448695766769,1.56223233741839
"112","EPIDEN","LINBIE",0.0174293931287361,-0.196235775710228,0.24851035802594
"113","EPIDEN","MYOSOTIS",0.0952036750473347,-0.346431495771747,0.503128089998025
"114","EPIDEN","NAVSQU",0.0117326263551357,-0.021019739455003,0.0441732223206434
"115","EPIDEN","PLAFIG",-0.0759595515282417,-0.479184522193153,0.300264962324202
"116","EPIDEN","PLECON",0.339855884578266,-0.44962789992447,1.10359199064706
"117","EPIDEN","SHEARV",0.221294620316045,-0.0796177812654906,0.5218760154328
"118","EPIDEN","TRIFOLIUM",0.22336505639128,-0.40145197943849,0.831766468870167
"119","EPIDEN","VERARV",-0.0206495416579343,-0.599977438821852,0.556683992997441
"120","EPIDEN","sedge",-0.000126956828802258,-1.49404826533013,1.50420179829538
"121","GILCAP","A",0.241661997878107,-0.090054543986441,0.570482598963363
"122","GILCAP","ACMAME",1.31262806175803,-0.204343641910181,2.68266774341784
"123","GILCAP","B",0.246859310165782,-0.447905695506237,0.942150912358571
"124","GILCAP","C",-0.243450885315362,-1.41213762978973,0.909865362500403
"125","GILCAP","CERGLO",0.0104296657519702,-0.487355084724397,0.532429825350465
"126","GILCAP","CLAPUR",0.0676288587931812,0.0234735370146144,0.114061772577761
"127","GILCAP","COLLIN",0.14555797124726,-0.00553048352717858,0.289379777654546
"128","GILCAP","COLLOM",0.0737561877783991,-0.158602613181015,0.298442782403625
"129","GILCAP","D",0.478386578691099,0.0157915660972249,0.899798307230179
"130","GILCAP","DAUCAR",0.0762586338510427,-0.0950441539707951,0.242221379495456
"131","GILCAP","DICCON",0.0207361243498438,-0.253360542240098,0.292757109040319
"132","GILCAP","E",0.023434996082736,-0.245223765560722,0.303348442470153
"133","GILCAP","EPIDEN",0.231701731501713,-0.0724790561759575,0.513078072252951
"134","GILCAP","ERILAN",-0.0958879081253515,-1.5832216322346,1.47806622297705
"135","GILCAP","F",0.927004712108928,0.225520913665734,1.60011063522201
"136","GILCAP","G",-0.0304567801210362,-0.280705628721969,0.196155688699274
"137","GILCAP","GERANIUM",0.0521509601608515,-0.178118590557024,0.308403141978941
"138","GILCAP","GILCAP",0.0629266563583067,-0.197079623667475,0.318053846618201
"139","GILCAP","LACTUCA",-0.301298395709052,-0.759301730322001,0.143608618717935
"140","GILCAP","LATHVIC",0.164006548265895,-0.376010460280246,0.71124058914012
"141","GILCAP","LEUVUL",-0.366895586791457,-2.02129397025572,1.29594104003073
"142","GILCAP","LINBIE",0.0215150936069831,-0.241175946343356,0.305930467104092
"143","GILCAP","MYOSOTIS",-0.0489468263489628,-0.374851992514111,0.258053929118901
"144","GILCAP","NAVSQU",0.0271200571513029,-0.00899701352645735,0.0613262428437186
"145","GILCAP","PLAFIG",-0.296147920719447,-0.851189423028362,0.26889984487527
"146","GILCAP","PLECON",0.029652882271623,-1.2388767768219,1.23787041221908
"147","GILCAP","SHEARV",-0.354762937924615,-0.694291140362704,-0.0195367264406178
"148","GILCAP","TRIFOLIUM",-0.6488656969132,-2.1070568505898,0.797412711544105
"149","GILCAP","VERARV",0.164411327746009,-0.89992089695431,1.25098132602657
"150","GILCAP","sedge",0.125421895691101,-0.325739455988293,0.589548303482537
"151","NAVSQU","A",-0.174673726486337,-0.397038585074869,0.0525410794978747
"152","NAVSQU","ACMAME",-0.838057560196548,-2.09520796127714,0.421486052551993
"153","NAVSQU","B",0.705513674183339,-0.545628158062757,1.90328998230522
"154","NAVSQU","C",0.309478331544724,-0.40091308181824,0.939176544987307
"155","NAVSQU","CERGLO",-0.0383393380875237,-0.467807787077889,0.368955435628626
"156","NAVSQU","CLAPUR",0.056169188524654,0.00469767924382772,0.107015175784499
"157","NAVSQU","COLLIN",-0.00213689150225335,-0.626433489444131,0.547558738834402
"158","NAVSQU","COLLOM",0.231972868168985,-0.321939149472602,0.744737587238692
"159","NAVSQU","D",0.795719942718052,-0.0720492004307225,1.6407884557463
"160","NAVSQU","DAUCAR",0.225395995753161,0.00991711135134433,0.428137035993423
"161","NAVSQU","DICCON",0.21824037472801,-1.4751402281942,1.80648100551384
"162","NAVSQU","E",0.0870364502510434,-1.69469438714795,1.8575703632877
"163","NAVSQU","EPIDEN",0.42155975531893,0.0398998703331365,0.801232177859962
"164","NAVSQU","ERILAN",0.127772424285476,-1.81993862274903,2.03258187311182
"165","NAVSQU","F",0.277106385827762,-0.86723168928156,1.40398896888742
"166","NAVSQU","G",-0.209905262852991,-1.87013251431247,1.42724677958585
"167","NAVSQU","GERANIUM",-0.0410624731736212,-1.66171224955883,1.53527348230178
"168","NAVSQU","GILCAP",-0.202162151202915,-0.832959000611969,0.385318904811378
"169","NAVSQU","LACTUCA",0.596535921918654,0.139754482796758,0.929955503577149
"170","NAVSQU","LATHVIC",0.344264076621744,-0.332344980467398,0.997818686264776
"171","NAVSQU","LEUVUL",0.13889850586247,-1.3187714077613,1.57001993202076
"172","NAVSQU","LINBIE",0.391852355499344,-1.37036041517619,2.06409575949636
"173","NAVSQU","MYOSOTIS",0.309131948129224,-0.0768610989867981,0.634399766435058
"174","NAVSQU","NAVSQU",0.028188953239903,0.00166106679001321,0.0535184845049525
"175","NAVSQU","PLAFIG",0.205177630464129,-0.744558478497896,1.07436180588335
"176","NAVSQU","PLECON",0.855946874618219,-0.497403404490123,2.12676448438638
"177","NAVSQU","SHEARV",0.42020708570105,0.129694989647997,0.661342682923747
"178","NAVSQU","TRIFOLIUM",0.304030819823688,-0.0311128738727521,0.67610696871518
"179","NAVSQU","VERARV",-0.78345404278801,-1.88243711059343,0.290114863254258
"180","NAVSQU","sedge",0.399756104563018,-0.713989651904927,1.47678422040179
"181","PLAFIG","A",-0.0338622279253425,-0.366871475525546,0.30955106304033
"182","PLAFIG","ACMAME",0.35641895222118,-0.815743134147962,1.52530948694674
"183","PLAFIG","B",0.0192108944494361,-0.966662606663135,0.921588724850323
"184","PLAFIG","C",-0.0278395535793094,-0.201908602473312,0.130735881862987
"185","PLAFIG","CERGLO",0.441164393587597,-0.392494603478235,1.29303225052435
"186","PLAFIG","CLAPUR",0.0679944449129572,-0.0134000415562507,0.155165737618391
"187","PLAFIG","COLLIN",-0.013523298424627,-0.286614627582745,0.243698730061815
"188","PLAFIG","COLLOM",0.108961683582639,-0.173029419651127,0.365870554749527
"189","PLAFIG","D",0.489605774761234,-0.146796801538567,1.11073713688264
"190","PLAFIG","DAUCAR",0.0866348326644461,-0.114904860601926,0.28182799919403
"191","PLAFIG","DICCON",0.0207757744314445,-0.250189721722716,0.298134455588825
"192","PLAFIG","E",0.0232392282935346,-0.247435935914821,0.301625673007596
"193","PLAFIG","EPIDEN",-0.0220260934783279,-0.472349257963211,0.48374325482875
"194","PLAFIG","ERILAN",0.0559949082735327,-0.199263461020132,0.326434354198821
"195","PLAFIG","F",-0.547068342567324,-1.52911201108252,0.515428784806597
"196","PLAFIG","G",-0.0301819841468453,-0.282090490304365,0.200864689933635
"197","PLAFIG","GERANIUM",-0.298343038786911,-1.71728280958087,1.09780454115358
"198","PLAFIG","GILCAP",-0.117785996332232,-0.385096867443594,0.150102342113521
"199","PLAFIG","LACTUCA",0.062363426027413,-0.720234075976073,0.877134765953812
"200","PLAFIG","LATHVIC",0.23342627356384,-0.351968095313221,0.748369848011681
"201","PLAFIG","LEUVUL",0.388607577607756,-1.05831778763759,1.79350230797075
"202","PLAFIG","LINBIE",0.0218643919463754,-0.247817579378431,0.311596216513795
"203","PLAFIG","MYOSOTIS",-0.0840209417878635,-0.49145583976216,0.323850657256997
"204","PLAFIG","NAVSQU",0.0305325579263059,-0.00624132542073382,0.0620914111407708
"205","PLAFIG","PLAFIG",0.295380678032742,-0.263597504783672,0.809395418127727
"206","PLAFIG","PLECON",1.273533450739,0.359161279746943,2.1754742815637
"207","PLAFIG","SHEARV",0.335395676035267,0.0324938904539065,0.630008515530128
"208","PLAFIG","TRIFOLIUM",0.187350530489124,-0.653584763700381,0.949235874299456
"209","PLAFIG","VERARV",-0.989197041716313,-2.19457978617254,0.263610177617509
"210","PLAFIG","sedge",0.047660545056592,-0.662251022874559,0.72901625029362
"211","PLECON","A",0.00733428452041787,-0.0213340714842696,0.0372448277504763
"212","PLECON","ACMAME",0.0721241936532443,-0.0344201316111243,0.19329508415541
"213","PLECON","B",0.0617046013065593,-0.0358222028243984,0.165454842303555
"214","PLECON","C",-0.0156987534534321,-0.112200555171199,0.0726732541340514
"215","PLECON","CERGLO",-0.0506832815556735,-0.117133673567898,0.0075777035466948
"216","PLECON","CLAPUR",0.038249306299602,0.0280895655136013,0.050214170333321
"217","PLECON","COLLIN",0.0578538961224201,0.0193674228768632,0.0982908879839279
"218","PLECON","COLLOM",0.0542971968650615,0.0185720775003135,0.0935173610193959
"219","PLECON","D",0.0519651564082109,-0.0108491239162732,0.12350930260511
"220","PLECON","DAUCAR",0.060658203111176,0.0351282326707188,0.0908478005674995
"221","PLECON","DICCON",0.011669685403799,-0.141864329272752,0.170836552346262
"222","PLECON","E",0.0129823308227333,-0.142380410508723,0.166323914004761
"223","PLECON","EPIDEN",0.00469842739333774,-0.0386424173887468,0.0480356872472153
"224","PLECON","ERILAN",0.0312820371098326,-0.113107896167607,0.17896190895965
"225","PLECON","F",0.0298275138423988,-0.0721960176407059,0.13231158890548
"226","PLECON","G",-0.0170846850786337,-0.160040927499947,0.107115152455772
"227","PLECON","GERANIUM",0.0292799067588698,-0.0999198270009123,0.173515628350043
"228","PLECON","GILCAP",0.0303024386656743,-0.00871800530097191,0.0719823669186059
"229","PLECON","LACTUCA",0.0967683457001516,0.0301522740245124,0.16977485783133
"230","PLECON","LATHVIC",0.106923642794004,0.0421657121962942,0.175878293463816
"231","PLECON","LEUVUL",-0.0150905851703069,-0.157194433309964,0.119177419924593
"232","PLECON","LINBIE",0.0117490448777015,-0.138536454479153,0.174672406286009
"233","PLECON","MYOSOTIS",0.0183279264437876,-0.0407803494496168,0.0792733277263429
"234","PLECON","NAVSQU",0.0161144359536905,0.0105702097048349,0.0219496381637569
"235","PLECON","PLAFIG",2.12211745414833e-05,-0.0775535320384817,0.0742823284919079
"236","PLECON","PLECON",0.125662098923274,0.0306021734114757,0.226973994660014
"237","PLECON","SHEARV",0.0468541554494072,0.00696961239231849,0.0919450313403453
"238","PLECON","TRIFOLIUM",0.11708854166416,-0.0114290278998784,0.265910391062503
"239","PLECON","VERARV",-0.0401725393540369,-0.129138284636147,0.0433753268762586
"240","PLECON","sedge",0.0856804669656994,0.023495846600689,0.154345459196521
